t  par1   acc
-1556 0.516328 0.162
-1555 0.516377 0.161
-1554 0.516408 0.138
-1553 0.51639 0.145
-1552 0.516344 0.173
-1551 0.516336 0.148
-1550 0.516367 0.154
-1549 0.516313 0.156
-1548 0.516284 0.176
-1547 0.516271 0.157
-1546 0.516254 0.163
-1545 0.516248 0.184
-1544 0.516235 0.15
-1543 0.516248 0.14
-1542 0.516241 0.173
-1541 0.516306 0.169
-1540 0.516339 0.159
-1539 0.516397 0.167
-1538 0.51642 0.184
-1537 0.516403 0.145
-1536 0.516459 0.162
-1535 0.516515 0.153
-1534 0.516508 0.165
-1533 0.516532 0.155
-1532 0.516648 0.167
-1531 0.516645 0.13
-1530 0.516659 0.171
-1529 0.516698 0.165
-1528 0.516699 0.153
-1527 0.516666 0.15
-1526 0.516662 0.153
-1525 0.516626 0.155
-1524 0.516675 0.181
-1523 0.516637 0.151
-1522 0.516637 0.163
-1521 0.516624 0.139
-1520 0.516676 0.148
-1519 0.516693 0.176
-1518 0.516673 0.177
-1517 0.5167 0.171
-1516 0.516734 0.16
-1515 0.516748 0.15
-1514 0.516787 0.131
-1513 0.516757 0.169
-1512 0.51676 0.171
-1511 0.516789 0.138
-1510 0.516795 0.138
-1509 0.516825 0.173
-1508 0.516808 0.163
-1507 0.516837 0.155
-1506 0.516783 0.154
-1505 0.516799 0.14
-1504 0.516812 0.158
-1503 0.516831 0.155
-1502 0.516847 0.167
-1501 0.516866 0.167
-1500 0.516907 0.153
-1499 0.516934 0.157
-1498 0.516876 0.141
-1497 0.516894 0.153
-1496 0.516884 0.151
-1495 0.516889 0.178
-1494 0.516916 0.167
-1493 0.516926 0.151
-1492 0.517026 0.167
-1491 0.517039 0.144
-1490 0.517029 0.149
-1489 0.517033 0.158
-1488 0.516999 0.162
-1487 0.516996 0.151
-1486 0.516973 0.167
-1485 0.516948 0.136
-1484 0.516965 0.162
-1483 0.516945 0.152
-1482 0.516948 0.167
-1481 0.516961 0.158
-1480 0.516979 0.152
-1479 0.516982 0.143
-1478 0.517049 0.155
-1477 0.517073 0.168
-1476 0.517075 0.168
-1475 0.517095 0.166
-1474 0.517116 0.152
-1473 0.517114 0.149
-1472 0.51708 0.177
-1471 0.517088 0.166
-1470 0.517093 0.163
-1469 0.517058 0.155
-1468 0.51702 0.168
-1467 0.517095 0.146
-1466 0.517137 0.155
-1465 0.517155 0.143
-1464 0.517157 0.161
-1463 0.517157 0.162
-1462 0.517122 0.182
-1461 0.51716 0.154
-1460 0.51717 0.132
-1459 0.517186 0.185
-1458 0.517257 0.152
-1457 0.51725 0.156
-1456 0.517273 0.162
-1455 0.51728 0.174
-1454 0.51725 0.173
-1453 0.517301 0.161
-1452 0.51734 0.163
-1451 0.517335 0.166
-1450 0.517373 0.18
-1449 0.517284 0.147
-1448 0.517294 0.137
-1447 0.517358 0.154
-1446 0.517367 0.156
-1445 0.517418 0.174
-1444 0.517452 0.162
-1443 0.517498 0.165
-1442 0.517548 0.162
-1441 0.517558 0.146
-1440 0.517568 0.154
-1439 0.517508 0.152
-1438 0.51755 0.156
-1437 0.517614 0.153
-1436 0.517614 0.156
-1435 0.517594 0.169
-1434 0.517587 0.153
-1433 0.517605 0.146
-1432 0.517536 0.157
-1431 0.517505 0.153
-1430 0.517479 0.165
-1429 0.517508 0.154
-1428 0.517495 0.147
-1427 0.517491 0.156
-1426 0.517533 0.173
-1425 0.517476 0.158
-1424 0.517448 0.145
-1423 0.517496 0.14
-1422 0.517496 0.151
-1421 0.517413 0.168
-1420 0.517468 0.157
-1419 0.517477 0.144
-1418 0.517455 0.171
-1417 0.517471 0.172
-1416 0.517448 0.147
-1415 0.517492 0.15
-1414 0.517573 0.14
-1413 0.517566 0.134
-1412 0.517645 0.157
-1411 0.517682 0.162
-1410 0.51768 0.152
-1409 0.517732 0.162
-1408 0.517685 0.166
-1407 0.517704 0.156
-1406 0.51774 0.143
-1405 0.517747 0.178
-1404 0.517708 0.17
-1403 0.517678 0.144
-1402 0.517636 0.156
-1401 0.517568 0.165
-1400 0.517508 0.151
-1399 0.517488 0.159
-1398 0.517488 0.16
-1397 0.517493 0.165
-1396 0.517515 0.152
-1395 0.517556 0.148
-1394 0.517556 0.144
-1393 0.517585 0.16
-1392 0.517621 0.189
-1391 0.517595 0.172
-1390 0.517607 0.157
-1389 0.517615 0.148
-1388 0.517726 0.175
-1387 0.517723 0.156
-1386 0.517728 0.147
-1385 0.517693 0.161
-1384 0.517658 0.158
-1383 0.517655 0.155
-1382 0.517717 0.154
-1381 0.517734 0.153
-1380 0.517677 0.162
-1379 0.517726 0.167
-1378 0.517746 0.148
-1377 0.517749 0.17
-1376 0.517792 0.175
-1375 0.517784 0.16
-1374 0.517808 0.139
-1373 0.517833 0.175
-1372 0.517805 0.148
-1371 0.517752 0.15
-1370 0.517741 0.174
-1369 0.517738 0.176
-1368 0.517719 0.162
-1367 0.517749 0.144
-1366 0.517738 0.16
-1365 0.517706 0.164
-1364 0.517644 0.165
-1363 0.517584 0.181
-1362 0.517653 0.162
-1361 0.517684 0.18
-1360 0.517684 0.178
-1359 0.51768 0.162
-1358 0.517736 0.175
-1357 0.517716 0.169
-1356 0.517778 0.168
-1355 0.517767 0.135
-1354 0.517805 0.155
-1353 0.517779 0.172
-1352 0.517815 0.171
-1351 0.517846 0.161
-1350 0.517876 0.132
-1349 0.517909 0.149
-1348 0.517937 0.14
-1347 0.517948 0.132
-1346 0.51793 0.155
-1345 0.517938 0.156
-1344 0.517938 0.159
-1343 0.518018 0.151
-1342 0.517994 0.173
-1341 0.517991 0.152
-1340 0.517969 0.184
-1339 0.517999 0.147
-1338 0.517992 0.168
-1337 0.518012 0.141
-1336 0.518009 0.15
-1335 0.51803 0.163
-1334 0.518067 0.148
-1333 0.518154 0.17
-1332 0.518168 0.156
-1331 0.51816 0.158
-1330 0.518192 0.161
-1329 0.518192 0.146
-1328 0.518183 0.154
-1327 0.5182 0.178
-1326 0.518188 0.16
-1325 0.518175 0.155
-1324 0.518111 0.144
-1323 0.518118 0.159
-1322 0.518086 0.155
-1321 0.518049 0.139
-1320 0.518027 0.154
-1319 0.518077 0.153
-1318 0.518077 0.152
-1317 0.518073 0.135
-1316 0.518058 0.158
-1315 0.518012 0.14
-1314 0.518047 0.158
-1313 0.518026 0.177
-1312 0.517966 0.158
-1311 0.517933 0.154
-1310 0.51797 0.141
-1309 0.517997 0.145
-1308 0.51799 0.157
-1307 0.51797 0.155
-1306 0.517961 0.148
-1305 0.517938 0.165
-1304 0.517928 0.155
-1303 0.517958 0.174
-1302 0.517978 0.156
-1301 0.517943 0.163
-1300 0.517957 0.137
-1299 0.518029 0.152
-1298 0.517965 0.149
-1297 0.517985 0.138
-1296 0.518008 0.145
-1295 0.518028 0.165
-1294 0.518038 0.163
-1293 0.517964 0.147
-1292 0.518009 0.169
-1291 0.518019 0.149
-1290 0.517954 0.162
-1289 0.518009 0.164
-1288 0.517979 0.161
-1287 0.517997 0.149
-1286 0.518 0.154
-1285 0.518013 0.152
-1284 0.51801 0.171
-1283 0.518015 0.165
-1282 0.518042 0.163
-1281 0.518063 0.165
-1280 0.518063 0.156
-1279 0.518049 0.165
-1278 0.518039 0.16
-1277 0.518035 0.174
-1276 0.518025 0.142
-1275 0.518018 0.147
-1274 0.518068 0.158
-1273 0.518081 0.165
-1272 0.518094 0.169
-1271 0.518134 0.16
-1270 0.518147 0.15
-1269 0.518183 0.153
-1268 0.518138 0.131
-1267 0.518126 0.143
-1266 0.518146 0.154
-1265 0.518161 0.153
-1264 0.51813 0.159
-1263 0.518148 0.152
-1262 0.518211 0.171
-1261 0.518234 0.164
-1260 0.518232 0.153
-1259 0.518175 0.147
-1258 0.518212 0.15
-1257 0.518222 0.173
-1256 0.518275 0.17
-1255 0.51826 0.153
-1254 0.518274 0.153
-1253 0.518302 0.186
-1252 0.51831 0.157
-1251 0.518347 0.137
-1250 0.51835 0.151
-1249 0.518345 0.158
-1248 0.518308 0.145
-1247 0.518359 0.148
-1246 0.518271 0.18
-1245 0.518332 0.152
-1244 0.518359 0.191
-1243 0.518373 0.145
-1242 0.518405 0.15
-1241 0.518385 0.144
-1240 0.518382 0.134
-1239 0.518447 0.144
-1238 0.518425 0.159
-1237 0.518493 0.152
-1236 0.518496 0.16
-1235 0.518509 0.18
-1234 0.518499 0.151
-1233 0.518465 0.161
-1232 0.518493 0.16
-1231 0.518561 0.154
-1230 0.518554 0.176
-1229 0.518599 0.176
-1228 0.518532 0.173
-1227 0.518497 0.155
-1226 0.518409 0.158
-1225 0.518406 0.171
-1224 0.5184 0.176
-1223 0.518409 0.162
-1222 0.518418 0.143
-1221 0.51838 0.151
-1220 0.51839 0.148
-1219 0.518465 0.158
-1218 0.518493 0.165
-1217 0.518506 0.176
-1216 0.518462 0.133
-1215 0.518523 0.165
-1214 0.518527 0.155
-1213 0.518536 0.151
-1212 0.518471 0.151
-1211 0.518451 0.153
-1210 0.51845 0.171
-1209 0.518456 0.153
-1208 0.518476 0.145
-1207 0.518462 0.159
-1206 0.518479 0.148
-1205 0.51843 0.152
-1204 0.518388 0.151
-1203 0.518432 0.157
-1202 0.518435 0.141
-1201 0.518408 0.162
-1200 0.518401 0.151
-1199 0.518393 0.167
-1198 0.518349 0.164
-1197 0.518349 0.153
-1196 0.518338 0.148
-1195 0.518389 0.147
-1194 0.518427 0.176
-1193 0.518424 0.151
-1192 0.51841 0.143
-1191 0.518445 0.179
-1190 0.518459 0.166
-1189 0.518473 0.161
-1188 0.518496 0.143
-1187 0.518562 0.164
-1186 0.518572 0.129
-1185 0.5186 0.166
-1184 0.518596 0.166
-1183 0.518639 0.162
-1182 0.518667 0.164
-1181 0.518652 0.13
-1180 0.518637 0.165
-1179 0.518592 0.163
-1178 0.518622 0.156
-1177 0.518651 0.151
-1176 0.518725 0.152
-1175 0.518744 0.15
-1174 0.518751 0.154
-1173 0.51867 0.169
-1172 0.518659 0.155
-1171 0.518582 0.16
-1170 0.518582 0.157
-1169 0.518562 0.169
-1168 0.518572 0.169
-1167 0.518566 0.157
-1166 0.518585 0.134
-1165 0.518585 0.185
-1164 0.518604 0.137
-1163 0.51865 0.155
-1162 0.51865 0.138
-1161 0.518646 0.138
-1160 0.518696 0.139
-1159 0.518653 0.147
-1158 0.518627 0.168
-1157 0.518644 0.159
-1156 0.518557 0.168
-1155 0.518554 0.124
-1154 0.518588 0.146
-1153 0.518581 0.159
-1152 0.518623 0.154
-1151 0.518626 0.157
-1150 0.51868 0.153
-1149 0.518705 0.137
-1148 0.518686 0.161
-1147 0.518683 0.161
-1146 0.518721 0.148
-1145 0.518744 0.166
-1144 0.518785 0.168
-1143 0.518819 0.157
-1142 0.518837 0.15
-1141 0.518815 0.132
-1140 0.518812 0.151
-1139 0.518857 0.147
-1138 0.518863 0.158
-1137 0.518827 0.147
-1136 0.518777 0.162
-1135 0.518781 0.157
-1134 0.518791 0.141
-1133 0.518801 0.163
-1132 0.518798 0.15
-1131 0.518773 0.16
-1130 0.518816 0.166
-1129 0.518869 0.146
-1128 0.518887 0.151
-1127 0.518894 0.144
-1126 0.5189 0.162
-1125 0.518897 0.126
-1124 0.518849 0.154
-1123 0.518871 0.131
-1122 0.518895 0.148
-1121 0.518898 0.158
-1120 0.518895 0.151
-1119 0.518938 0.143
-1118 0.5189 0.156
-1117 0.518922 0.151
-1116 0.518903 0.153
-1115 0.518879 0.161
-1114 0.518846 0.179
-1113 0.51884 0.172
-1112 0.518828 0.151
-1111 0.518825 0.148
-1110 0.518789 0.174
-1109 0.518786 0.136
-1108 0.518814 0.15
-1107 0.518864 0.171
-1106 0.518888 0.14
-1105 0.518902 0.161
-1104 0.518912 0.144
-1103 0.51882 0.153
-1102 0.518814 0.17
-1101 0.518815 0.138
-1100 0.51879 0.165
-1099 0.518803 0.139
-1098 0.518794 0.164
-1097 0.51878 0.157
-1096 0.51887 0.137
-1095 0.518894 0.16
-1094 0.518914 0.155
-1093 0.518938 0.163
-1092 0.518931 0.165
-1091 0.518881 0.147
-1090 0.518953 0.184
-1089 0.51898 0.153
-1088 0.518984 0.162
-1087 0.518958 0.168
-1086 0.518999 0.15
-1085 0.518999 0.162
-1084 0.519009 0.157
-1083 0.519002 0.142
-1082 0.518945 0.176
-1081 0.518952 0.154
-1080 0.519011 0.149
-1079 0.519038 0.143
-1078 0.519084 0.158
-1077 0.519061 0.158
-1076 0.519107 0.167
-1075 0.5191 0.153
-1074 0.519049 0.161
-1073 0.5191 0.149
-1072 0.519113 0.15
-1071 0.519076 0.169
-1070 0.519076 0.156
-1069 0.519122 0.154
-1068 0.519136 0.158
-1067 0.519109 0.153
-1066 0.519071 0.171
-1065 0.519087 0.143
-1064 0.519069 0.165
-1063 0.519066 0.159
-1062 0.519111 0.152
-1061 0.519095 0.136
-1060 0.519088 0.185
-1059 0.519058 0.145
-1058 0.51901 0.134
-1057 0.518973 0.147
-1056 0.51898 0.152
-1055 0.519005 0.156
-1054 0.519015 0.152
-1053 0.519006 0.161
-1052 0.519044 0.154
-1051 0.519025 0.155
-1050 0.519086 0.151
-1049 0.51907 0.161
-1048 0.519083 0.144
-1047 0.519112 0.155
-1046 0.519139 0.167
-1045 0.519143 0.149
-1044 0.519143 0.161
-1043 0.519153 0.157
-1042 0.519166 0.149
-1041 0.519163 0.168
-1040 0.51915 0.161
-1039 0.519172 0.186
-1038 0.51915 0.149
-1037 0.519153 0.139
-1036 0.519244 0.149
-1035 0.519216 0.153
-1034 0.519202 0.157
-1033 0.519213 0.155
-1032 0.519021 0.151
-1031 0.519021 0.152
-1030 0.519021 0.144
-1029 0.519028 0.139
-1028 0.518992 0.139
-1027 0.518994 0.145
-1026 0.519019 0.15
-1025 0.519012 0.177
-1024 0.519041 0.157
-1023 0.519038 0.163
-1022 0.519082 0.162
-1021 0.519065 0.151
-1020 0.519045 0.155
-1019 0.519045 0.146
-1018 0.519024 0.15
-1017 0.519027 0.142
-1016 0.519 0.143
-1015 0.519 0.145
-1014 0.519067 0.18
-1013 0.519079 0.129
-1012 0.519089 0.163
-1011 0.519092 0.135
-1010 0.51914 0.143
-1009 0.519206 0.17
-1008 0.519229 0.138
-1007 0.51923 0.166
-1006 0.519265 0.156
-1005 0.519281 0.149
-1004 0.519333 0.164
-1003 0.51934 0.145
-1002 0.519397 0.168
-1001 0.519346 0.164
-1000 0.519356 0.168
-999 0.519373 0.152
-998 0.519383 0.165
-997 0.519348 0.145
-996 0.519327 0.143
-995 0.519334 0.159
-994 0.519366 0.145
-993 0.519412 0.132
-992 0.519412 0.165
-991 0.519367 0.158
-990 0.519354 0.154
-989 0.519337 0.141
-988 0.519302 0.145
-987 0.519309 0.17
-986 0.519339 0.164
-985 0.519301 0.16
-984 0.519308 0.156
-983 0.51934 0.158
-982 0.519352 0.16
-981 0.519366 0.173
-980 0.519339 0.144
-979 0.519405 0.16
-978 0.519382 0.164
-977 0.519445 0.157
-976 0.519395 0.14
-975 0.519412 0.149
-974 0.519464 0.15
-973 0.51947 0.149
-972 0.519503 0.147
-971 0.51953 0.154
-970 0.519544 0.154
-969 0.519551 0.136
-968 0.519574 0.153
-967 0.519611 0.148
-966 0.519648 0.169
-965 0.519606 0.161
-964 0.51956 0.149
-963 0.519627 0.161
-962 0.519592 0.183
-961 0.519594 0.156
-960 0.519641 0.16
-959 0.51965 0.162
-958 0.519681 0.159
-957 0.519748 0.142
-956 0.519786 0.156
-955 0.519846 0.143
-954 0.519846 0.144
-953 0.519891 0.151
-952 0.519954 0.151
-951 0.519948 0.146
-950 0.519961 0.16
-949 0.519861 0.144
-948 0.519837 0.161
-947 0.519818 0.15
-946 0.519842 0.17
-945 0.519885 0.161
-944 0.519836 0.155
-943 0.519861 0.147
-942 0.51995 0.158
-941 0.51995 0.151
-940 0.519921 0.155
-939 0.519977 0.165
-938 0.519974 0.167
-937 0.51993 0.154
-936 0.519928 0.164
-935 0.519953 0.142
-934 0.519938 0.166
-933 0.519873 0.162
-932 0.519858 0.173
-931 0.519847 0.139
-930 0.519851 0.147
-929 0.519832 0.134
-928 0.519795 0.158
-927 0.519784 0.157
-926 0.519824 0.172
-925 0.519776 0.157
-924 0.519737 0.146
-923 0.519786 0.151
-922 0.519771 0.146
-921 0.519743 0.149
-920 0.51976 0.158
-919 0.519696 0.149
-918 0.519722 0.147
-917 0.519664 0.159
-916 0.519667 0.156
-915 0.5197 0.168
-914 0.519715 0.17
-913 0.519786 0.166
-912 0.519786 0.156
-911 0.519843 0.159
-910 0.51972 0.173
-909 0.519749 0.157
-908 0.519745 0.141
-907 0.519806 0.169
-906 0.519851 0.153
-905 0.519832 0.153
-904 0.519853 0.172
-903 0.519889 0.145
-902 0.519899 0.137
-901 0.519964 0.13
-900 0.519979 0.147
-899 0.51999 0.146
-898 0.519983 0.164
-897 0.51999 0.147
-896 0.519986 0.165
-895 0.520065 0.158
-894 0.520055 0.141
-893 0.520031 0.165
-892 0.519956 0.145
-891 0.519928 0.155
-890 0.519914 0.17
-889 0.519939 0.151
-888 0.519921 0.148
-887 0.519975 0.158
-886 0.520019 0.168
-885 0.520005 0.171
-884 0.520055 0.172
-883 0.520069 0.151
-882 0.520043 0.148
-881 0.520058 0.15
-880 0.520109 0.153
-879 0.52015 0.167
-878 0.520208 0.143
-877 0.520256 0.173
-876 0.520254 0.148
-875 0.520281 0.143
-874 0.520292 0.144
-873 0.520342 0.161
-872 0.520332 0.154
-871 0.520339 0.165
-870 0.520365 0.167
-869 0.520313 0.161
-868 0.520306 0.128
-867 0.520292 0.167
-866 0.520286 0.155
-865 0.520255 0.159
-864 0.520255 0.157
-863 0.520278 0.166
-862 0.520282 0.15
-861 0.520322 0.159
-860 0.520366 0.163
-859 0.52046 0.18
-858 0.520453 0.162
-857 0.520476 0.152
-856 0.520485 0.152
-855 0.520507 0.173
-854 0.520552 0.165
-853 0.520568 0.191
-852 0.520591 0.154
-851 0.520614 0.161
-850 0.520597 0.148
-849 0.520668 0.158
-848 0.520616 0.158
-847 0.520611 0.167
-846 0.520641 0.175
-845 0.520653 0.18
-844 0.520639 0.152
-843 0.520678 0.148
-842 0.520641 0.135
-841 0.520713 0.154
-840 0.520749 0.159
-839 0.520751 0.172
-838 0.520734 0.152
-837 0.520706 0.165
-836 0.520702 0.135
-835 0.520699 0.143
-834 0.52073 0.169
-833 0.520695 0.135
-832 0.520638 0.16
-831 0.52066 0.154
-830 0.520636 0.188
-829 0.520636 0.15
-828 0.520627 0.159
-827 0.520621 0.15
-826 0.520606 0.17
-825 0.520592 0.154
-824 0.52065 0.172
-823 0.520648 0.137
-822 0.520618 0.163
-821 0.520652 0.162
-820 0.520664 0.148
-819 0.520686 0.161
-818 0.520688 0.175
-817 0.5207 0.158
-816 0.520736 0.155
-815 0.520684 0.153
-814 0.520671 0.152
-813 0.520637 0.152
-812 0.520641 0.169
-811 0.520704 0.154
-810 0.520678 0.152
-809 0.520727 0.151
-808 0.520737 0.157
-807 0.520719 0.156
-806 0.520684 0.149
-805 0.52068 0.172
-804 0.52059 0.149
-803 0.52059 0.155
-802 0.520623 0.174
-801 0.52067 0.152
-800 0.520741 0.148
-799 0.520787 0.172
-798 0.520767 0.172
-797 0.520803 0.185
-796 0.520758 0.152
-795 0.520796 0.162
-794 0.520786 0.152
-793 0.520883 0.16
-792 0.52092 0.159
-791 0.520945 0.164
-790 0.521035 0.159
-789 0.521013 0.172
-788 0.520982 0.156
-787 0.520982 0.153
-786 0.520967 0.161
-785 0.521065 0.147
-784 0.521021 0.16
-783 0.520994 0.16
-782 0.521013 0.134
-781 0.520997 0.16
-780 0.521024 0.172
-779 0.520974 0.176
-778 0.520944 0.156
-777 0.520946 0.158
-776 0.521001 0.152
-775 0.52098 0.142
-774 0.520955 0.157
-773 0.520925 0.18
-772 0.520983 0.177
-771 0.520941 0.164
-770 0.520938 0.165
-769 0.520935 0.171
-768 0.520893 0.137
-767 0.520867 0.154
-766 0.520922 0.169
-765 0.520922 0.158
-764 0.520895 0.164
-763 0.520912 0.15
-762 0.520874 0.136
-761 0.52082 0.139
-760 0.520866 0.127
-759 0.520907 0.145
-758 0.520934 0.143
-757 0.520949 0.171
-756 0.520965 0.164
-755 0.52093 0.154
-754 0.520962 0.155
-753 0.520981 0.151
-752 0.520996 0.172
-751 0.521006 0.134
-750 0.520981 0.143
-749 0.52103 0.161
-748 0.521036 0.158
-747 0.521042 0.174
-746 0.521028 0.169
-745 0.520983 0.164
-744 0.520983 0.155
-743 0.521009 0.139
-742 0.520954 0.16
-741 0.521007 0.168
-740 0.52099 0.137
-739 0.520987 0.164
-738 0.52098 0.139
-737 0.52104 0.157
-736 0.520967 0.137
-735 0.520962 0.14
-734 0.521018 0.154
-733 0.520989 0.168
-732 0.520997 0.145
-731 0.521 0.158
-730 0.520986 0.157
-729 0.520982 0.15
-728 0.520989 0.152
-727 0.521003 0.139
-726 0.521072 0.157
-725 0.521068 0.164
-724 0.521074 0.153
-723 0.521125 0.142
-722 0.52123 0.161
-721 0.521216 0.15
-720 0.521253 0.143
-719 0.521253 0.164
-718 0.521236 0.14
-717 0.521239 0.175
-716 0.521249 0.162
-715 0.52121 0.157
-714 0.521217 0.148
-713 0.52121 0.158
-712 0.521261 0.17
-711 0.521288 0.153
-710 0.521346 0.152
-709 0.521346 0.155
-708 0.521378 0.156
-707 0.521419 0.147
-706 0.521402 0.162
-705 0.521392 0.173
-704 0.521441 0.172
-703 0.521458 0.166
-702 0.521485 0.152
-701 0.521464 0.138
-700 0.521503 0.168
-699 0.521546 0.16
-698 0.521613 0.174
-697 0.521571 0.187
-696 0.521539 0.139
-695 0.521504 0.169
-694 0.521456 0.151
-693 0.521444 0.156
-692 0.521495 0.162
-691 0.521509 0.147
-690 0.521536 0.148
-689 0.521607 0.185
-688 0.52161 0.154
-687 0.5216 0.174
-686 0.52156 0.163
-685 0.521586 0.165
-684 0.521618 0.17
-683 0.521642 0.16
-682 0.521645 0.139
-681 0.521662 0.172
-680 0.521669 0.14
-679 0.521728 0.164
-678 0.521704 0.147
-677 0.521728 0.155
-676 0.521715 0.155
-675 0.521696 0.145
-674 0.521659 0.153
-673 0.52163 0.156
-672 0.52164 0.154
-671 0.521633 0.16
-670 0.52164 0.173
-669 0.521615 0.163
-668 0.521641 0.162
-667 0.521659 0.191
-666 0.521605 0.163
-665 0.521634 0.145
-664 0.521651 0.16
-663 0.521681 0.159
-662 0.521671 0.154
-661 0.521695 0.158
-660 0.521702 0.149
-659 0.521631 0.149
-658 0.521629 0.181
-657 0.521704 0.167
-656 0.521723 0.152
-655 0.521756 0.144
-654 0.521749 0.151
-653 0.52176 0.122
-652 0.521823 0.136
-651 0.521718 0.168
-650 0.521681 0.135
-649 0.521706 0.144
-648 0.521758 0.17
-647 0.521784 0.157
-646 0.521796 0.144
-645 0.521855 0.131
-644 0.521828 0.159
-643 0.521801 0.138
-642 0.521772 0.149
-641 0.521757 0.161
-640 0.521783 0.131
-639 0.521727 0.162
-638 0.521695 0.151
-637 0.521786 0.167
-636 0.521752 0.16
-635 0.521707 0.166
-634 0.521678 0.166
-633 0.521682 0.159
-632 0.521745 0.157
-631 0.521784 0.15
-630 0.521726 0.167
-629 0.521707 0.158
-628 0.521682 0.172
-627 0.521659 0.176
-626 0.521652 0.155
-625 0.521656 0.163
-624 0.521652 0.156
-623 0.521705 0.149
-622 0.521732 0.171
-621 0.52177 0.157
-620 0.521825 0.152
-619 0.521818 0.128
-618 0.521843 0.146
-617 0.521875 0.147
-616 0.521907 0.138
-615 0.521951 0.153
-614 0.521991 0.153
-613 0.521986 0.143
-612 0.52198 0.158
-611 0.521967 0.152
-610 0.521983 0.161
-609 0.52205 0.151
-608 0.522073 0.172
-607 0.522096 0.167
-606 0.522103 0.148
-605 0.522082 0.165
-604 0.522108 0.178
-603 0.522088 0.189
-602 0.522055 0.191
-601 0.522023 0.148
-600 0.522017 0.16
-599 0.52204 0.145
-598 0.522043 0.152
-597 0.52202 0.149
-596 0.522023 0.168
-595 0.522008 0.161
-594 0.521992 0.15
-593 0.521992 0.137
-592 0.521966 0.175
-591 0.522031 0.167
-590 0.522041 0.153
-589 0.522049 0.153
-588 0.52206 0.162
-587 0.522087 0.156
-586 0.522097 0.156
-585 0.522093 0.161
-584 0.52212 0.159
-583 0.522171 0.16
-582 0.522215 0.132
-581 0.522294 0.166
-580 0.522386 0.159
-579 0.522393 0.168
-578 0.522421 0.164
-577 0.522405 0.142
-576 0.522396 0.142
-575 0.522379 0.171
-574 0.522421 0.179
-573 0.522434 0.15
-572 0.522386 0.163
-571 0.52243 0.16
-570 0.52241 0.145
-569 0.522384 0.134
-568 0.522367 0.152
-567 0.522318 0.154
-566 0.522324 0.159
-565 0.522376 0.165
-564 0.52233 0.15
-563 0.522358 0.175
-562 0.522419 0.168
-561 0.522456 0.166
-560 0.522441 0.157
-559 0.522399 0.145
-558 0.522347 0.165
-557 0.522314 0.162
-556 0.522287 0.143
-555 0.522316 0.149
-554 0.522358 0.157
-553 0.52237 0.147
-552 0.522357 0.161
-551 0.52234 0.151
-550 0.522383 0.14
-549 0.522446 0.156
-548 0.522459 0.145
-547 0.522476 0.171
-546 0.522538 0.146
-545 0.52248 0.181
-544 0.522526 0.169
-543 0.522493 0.163
-542 0.522524 0.138
-541 0.522537 0.156
-540 0.522541 0.167
-539 0.522551 0.163
-538 0.522613 0.159
-537 0.522635 0.185
-536 0.522635 0.155
-535 0.52266 0.15
-534 0.52268 0.163
-533 0.522719 0.158
-532 0.522659 0.148
-531 0.522705 0.165
-530 0.522702 0.164
-529 0.522698 0.164
-528 0.522709 0.158
-527 0.522688 0.163
-526 0.522685 0.172
-525 0.522632 0.175
-524 0.522685 0.159
-523 0.522603 0.142
-522 0.522704 0.165
-521 0.522745 0.142
-520 0.522771 0.143
-519 0.52279 0.142
-518 0.522765 0.16
-517 0.522765 0.164
-516 0.522729 0.148
-515 0.522812 0.148
-514 0.522808 0.148
-513 0.522783 0.145
-512 0.522824 0.157
-511 0.522904 0.142
-510 0.522978 0.162
-509 0.522933 0.156
-508 0.522985 0.147
-507 0.522971 0.153
-506 0.522889 0.177
-505 0.5229 0.146
-504 0.522916 0.142
-503 0.522944 0.174
-502 0.522935 0.132
-501 0.522968 0.147
-500 0.522975 0.149
-499 0.522912 0.159
-498 0.522961 0.166
-497 0.522925 0.149
-496 0.522932 0.141
-495 0.522904 0.158
-494 0.522937 0.156
-493 0.522951 0.159
-492 0.522944 0.157
-491 0.522899 0.137
-490 0.522937 0.16
-489 0.522979 0.14
-488 0.522997 0.159
-487 0.523025 0.12
-486 0.522992 0.153
-485 0.523031 0.163
-484 0.523013 0.157
-483 0.523037 0.167
-482 0.52297 0.165
-481 0.522952 0.156
-480 0.522956 0.149
-479 0.522994 0.139
-478 0.523017 0.143
-477 0.523024 0.157
-476 0.523036 0.147
-475 0.523033 0.147
-474 0.523054 0.153
-473 0.523061 0.155
-472 0.523074 0.153
-471 0.523091 0.164
-470 0.523104 0.157
-469 0.523097 0.144
-468 0.523111 0.157
-467 0.523141 0.149
-466 0.523189 0.14
-465 0.523234 0.158
-464 0.523201 0.157
-463 0.523208 0.16
-462 0.523142 0.145
-461 0.523149 0.167
-460 0.523176 0.169
-459 0.523183 0.16
-458 0.523238 0.155
-457 0.523133 0.178
-456 0.523163 0.167
-455 0.523146 0.163
-454 0.523129 0.154
-453 0.523111 0.152
-452 0.523158 0.146
-451 0.523177 0.155
-450 0.523212 0.155
-449 0.523181 0.166
-448 0.523185 0.179
-447 0.523178 0.152
-446 0.523174 0.143
-445 0.523203 0.157
-444 0.523274 0.168
-443 0.523289 0.15
-442 0.523338 0.169
-441 0.523396 0.176
