t  par1  
438500 -838 
438600 -830 
438700 -434 
438800 236 
438900 978 
439000 230 
439100 136 
439200 -672 
439300 -652 
439400 558 
439500 640 
439600 1414 
439700 -260 
439800 -1104 
439900 -1474 
440000 60 
440100 1050 
440200 298 
440300 20 
440400 -916 
440500 -212 
440600 128 
440700 530 
440800 1084 
440900 -202 
441000 -550 
441100 -34 
441200 1166 
441300 -152 
441400 -1628 
441500 -1566 
441600 -438 
441700 862 
441800 1904 
441900 1758 
442000 1160 
442100 160 
442200 -2132 
442300 -3448 
442400 -2740 
442500 -874 
442600 814 
442700 1784 
442800 2978 
442900 1910 
443000 48 
443100 -166 
443200 -1086 
443300 -1248 
443400 -458 
443500 1836 
443600 1788 
443700 588 
443800 -1046 
443900 -2824 
444000 -1858 
444100 -346 
444200 306 
444300 1090 
444400 1178 
444500 196 
444600 -284 
444700 -746 
444800 -192 
444900 1180 
445000 1566 
445100 1286 
445200 1214 
445300 450 
445400 -960 
445500 -950 
445600 -1194 
445700 -1466 
445800 -668 
445900 1576 
446000 1186 
446100 1236 
446200 760 
446300 -158 
446400 -244 
446500 -416 
446600 -332 
446700 -314 
446800 218 
446900 -24 
447000 -48 
447100 598 
447200 -40 
447300 -686 
447400 -304 
447500 -550 
447600 424 
447700 390 
447800 -248 
447900 166 
448000 398 
448100 -112 
448200 -590 
448300 454 
448400 274 
448500 238 
448600 314 
448700 -960 
448800 -646 
448900 1228 
449000 1140 
449100 146 
449200 -1848 
449300 -2636 
449400 -1982 
449500 -724 
449600 106 
449700 308 
449800 552 
449900 1032 
450000 -278 
450100 -1648 
450200 -1912 
450300 -1196 
450400 22 
450500 1440 
450600 1034 
450700 1160 
450800 944 
450900 564 
451000 204 
451100 -730 
451200 318 
451300 -334 
451400 62 
451500 1356 
451600 862 
451700 -684 
451800 -1440 
451900 6 
452000 96 
452100 1214 
452200 322 
452300 -1400 
452400 -1566 
452500 -2032 
452600 -1358 
452700 -740 
452800 1158 
452900 1106 
453000 2376 
453100 1720 
453200 994 
453300 -244 
453400 -1910 
453500 -1786 
453600 -1778 
453700 -722 
453800 -54 
453900 736 
454000 1178 
454100 1600 
454200 -120 
454300 -748 
454400 -1220 
454500 -810 
454600 -924 
454700 -590 
454800 -730 
454900 332 
455000 488 
455100 450 
455200 -1166 
455300 -1192 
455400 -1638 
455500 -766 
455600 728 
455700 628 
455800 594 
455900 -50 
456000 -294 
456100 616 
456200 106 
456300 -40 
456400 420 
456500 -298 
456600 -372 
456700 -716 
456800 84 
456900 876 
457000 -252 
457100 -416 
457200 -1304 
457300 -676 
457400 542 
457500 1750 
457600 568 
457700 -190 
457800 -56 
457900 -794 
458000 154 
458100 136 
458200 -234 
458300 -870 
458400 1206 
458500 1798 
458600 -36 
458700 -1700 
458800 -3142 
458900 -2612 
459000 -2136 
459100 -620 
459200 -20 
459300 272 
459400 820 
459500 110 
459600 -926 
459700 -502 
459800 998 
459900 1100 
460000 -312 
460100 -1270 
460200 -1568 
460300 -654 
460400 -384 
460500 748 
460600 1278 
460700 1130 
460800 506 
460900 -276 
461000 -798 
461100 -774 
461200 -334 
461300 570 
461400 238 
461500 -820 
461600 -1054 
461700 -746 
461800 -110 
461900 76 
462000 930 
462100 788 
462200 -226 
462300 -240 
462400 -1204 
462500 -656 
462600 -270 
462700 -170 
462800 140 
462900 -22 
463000 184 
463100 890 
463200 -100 
463300 486 
463400 -432 
463500 -870 
463600 698 
463700 1374 
463800 1410 
463900 654 
464000 136 
464100 -476 
464200 632 
464300 -308 
464400 -938 
464500 -1294 
464600 -598 
464700 1602 
464800 2918 
464900 2504 
465000 1734 
465100 -364 
465200 -436 
465300 -998 
465400 -964 
465500 -1130 
465600 -1224 
465700 56 
465800 128 
465900 618 
466000 486 
466100 182 
466200 -482 
466300 -1026 
466400 324 
466500 1598 
466600 1302 
466700 820 
466800 576 
466900 466 
467000 684 
467100 -354 
467200 -824 
467300 -1004 
467400 -292 
467500 270 
467600 326 
467700 -1302 
467800 -908 
467900 192 
468000 1376 
468100 668 
468200 786 
468300 92 
468400 -814 
468500 -852 
468600 660 
468700 1500 
468800 622 
468900 -1074 
469000 -766 
469100 -100 
469200 202 
469300 1044 
469400 912 
469500 288 
469600 -54 
469700 -828 
469800 -1448 
469900 -1460 
470000 -826 
470100 -326 
470200 82 
470300 1578 
470400 1234 
470500 574 
470600 548 
470700 -544 
470800 -1240 
470900 -1334 
471000 430 
471100 1612 
471200 1772 
471300 736 
471400 54 
471500 -692 
471600 -772 
471700 -1226 
471800 -1570 
471900 72 
472000 460 
472100 1354 
472200 2098 
472300 1768 
472400 1310 
472500 760 
472600 -1510 
472700 -706 
472800 -202 
472900 -814 
473000 410 
473100 616 
473200 750 
473300 92 
473400 -964 
473500 -2522 
473600 -2278 
473700 -1024 
473800 1762 
473900 2578 
474000 3230 
474100 2330 
474200 1554 
474300 1212 
474400 -752 
474500 -1660 
474600 -1818 
474700 -2056 
474800 -1888 
474900 -670 
475000 1446 
475100 2208 
475200 1876 
475300 1708 
475400 1438 
475500 -150 
475600 -1394 
475700 -1512 
475800 -276 
475900 336 
476000 790 
476100 710 
476200 504 
476300 228 
476400 -918 
476500 -2278 
476600 -1872 
476700 -430 
476800 2250 
476900 3054 
477000 2984 
477100 3064 
477200 1062 
477300 -736 
477400 -1090 
477500 -1306 
477600 -2040 
477700 -1592 
477800 -342 
477900 -402 
478000 462 
478100 972 
478200 1062 
478300 404 
478400 -136 
478500 -1734 
478600 -976 
478700 -1502 
478800 -624 
478900 314 
479000 722 
479100 748 
479200 244 
479300 -56 
479400 -448 
479500 88 
479600 1182 
479700 330 
479800 -1950 
479900 -1730 
480000 -1494 
480100 32 
480200 1788 
480300 1684 
480400 2010 
480500 -64 
480600 -1096 
480700 -1412 
480800 -2204 
480900 -1426 
481000 -210 
481100 1008 
481200 1446 
481300 748 
481400 314 
481500 560 
481600 -274 
481700 738 
481800 -634 
481900 -892 
482000 150 
482100 668 
482200 650 
482300 1052 
482400 1164 
482500 -406 
482600 -1228 
482700 -1604 
482800 -1144 
482900 552 
483000 1242 
483100 1684 
483200 1808 
483300 690 
483400 -1000 
483500 -1332 
483600 -1332 
483700 600 
483800 788 
483900 482 
484000 1180 
484100 142 
484200 -628 
484300 -1554 
484400 -1370 
484500 -988 
484600 -196 
484700 1598 
484800 2118 
484900 1420 
485000 688 
485100 -1330 
485200 -2524 
485300 -2590 
485400 -1484 
485500 -550 
485600 966 
485700 2140 
485800 2022 
485900 1252 
486000 -346 
486100 -1422 
486200 -2096 
486300 -2242 
486400 -1038 
486500 172 
486600 1666 
486700 1762 
486800 1540 
486900 828 
487000 134 
487100 -540 
487200 -474 
487300 -268 
487400 76 
487500 834 
487600 296 
487700 202 
487800 504 
487900 434 
488000 -460 
488100 -1172 
488200 46 
488300 128 
488400 -14 
488500 724 
488600 546 
488700 -146 
488800 -896 
488900 -394 
489000 380 
489100 524 
489200 82 
489300 -3048 
489400 -1162 
489500 30 
489600 1810 
489700 2996 
489800 3608 
489900 3094 
490000 2890 
490100 2006 
490200 398 
490300 -1276 
490400 -1876 
490500 -2536 
490600 -3048 
490700 -1652 
490800 -646 
490900 572 
491000 1454 
491100 1654 
491200 1546 
491300 810 
491400 -618 
491500 -2184 
491600 -1414 
491700 -216 
491800 1156 
491900 872 
492000 1870 
492100 1400 
492200 1044 
492300 -88 
492400 -250 
492500 -922 
492600 -344 
492700 456 
492800 662 
492900 546 
493000 532 
493100 -848 
493200 -1270 
493300 164 
493400 1792 
493500 1704 
493600 902 
493700 -2 
493800 -492 
493900 -1332 
494000 -620 
494100 1232 
494200 1458 
494300 1312 
494400 1012 
494500 -252 
494600 -716 
494700 -2080 
494800 -2290 
494900 -2280 
495000 -630 
495100 1342 
495200 2490 
495300 2044 
495400 2886 
495500 1840 
495600 32 
495700 -804 
495800 -1554 
495900 -2422 
496000 -1910 
496100 -1576 
496200 402 
496300 1700 
496400 2728 
496500 1524 
496600 1562 
496700 742 
496800 758 
496900 102 
497000 -692 
497100 -382 
497200 124 
497300 768 
497400 -684 
497500 608 
497600 74 
497700 -174 
497800 350 
497900 26 
498000 436 
498100 438 
498200 -346 
498300 -230 
498400 2770 
498500 3520 
498600 1152 
498700 -1890 
498800 -3742 
498900 -4018 
499000 -4380 
499100 -3308 
499200 -2202 
499300 -1542 
499400 -334 
499500 206 
499600 1502 
499700 1298 
499800 598 
499900 -1044 
500000 -2210 
500100 -1960 
500200 -1220 
500300 -156 
500400 1632 
500500 2944 
500600 2584 
500700 350 
500800 -1434 
500900 -3352 
501000 -2762 
501100 -2380 
501200 -1944 
501300 -550 
501400 320 
501500 1032 
501600 524 
501700 348 
501800 -542 
501900 -1796 
502000 -1484 
502100 292 
502200 1886 
502300 2240 
502400 1718 
502500 552 
502600 -884 
502700 -1638 
502800 -1458 
502900 -1090 
503000 -248 
503100 1526 
503200 1978 
503300 1060 
503400 1098 
503500 -88 
503600 -1532 
503700 -2326 
503800 -2008 
503900 -690 
504000 578 
504100 1412 
504200 1294 
504300 964 
504400 2276 
504500 2180 
504600 380 
504700 -1288 
504800 -2906 
504900 -3538 
505000 -3094 
505100 -2614 
505200 -1304 
505300 944 
505400 1548 
505500 3120 
505600 2598 
505700 1628 
505800 484 
505900 -1182 
506000 -1992 
506100 -1112 
506200 -408 
506300 438 
506400 262 
506500 500 
506600 -298 
506700 -410 
506800 626 
506900 48 
507000 -480 
507100 118 
507200 466 
507300 284 
507400 -1318 
507500 -1488 
507600 -812 
507700 -782 
507800 -430 
507900 960 
508000 1564 
508100 370 
508200 -264 
508300 -1348 
508400 490 
508500 1646 
508600 426 
508700 -396 
508800 -962 
508900 -1006 
509000 -710 
509100 -320 
509200 1024 
509300 1408 
509400 874 
509500 -1170 
509600 -2008 
509700 -2076 
509800 -1936 
509900 -1776 
510000 -592 
510100 686 
510200 1532 
510300 1720 
510400 1690 
510500 460 
510600 -1112 
510700 -1180 
510800 -1182 
510900 -1078 
511000 -368 
511100 22 
511200 894 
511300 840 
511400 588 
511500 -814 
511600 -448 
511700 664 
511800 534 
511900 -278 
512000 -780 
512100 -332 
512200 440 
512300 1170 
512400 -1404 
512500 -2376 
512600 524 
512700 2302 
512800 2742 
512900 2652 
513000 2116 
513100 822 
513200 -814 
513300 -1690 
513400 -2712 
513500 -1598 
513600 -188 
513700 424 
513800 1394 
513900 294 
514000 -214 
514100 -668 
514200 628 
514300 152 
514400 -744 
514500 -1120 
514600 -288 
514700 330 
514800 840 
514900 152 
515000 -1026 
515100 -1326 
515200 -654 
515300 590 
515400 514 
515500 582 
515600 764 
515700 -206 
515800 74 
515900 -154 
516000 -202 
516100 -228 
516200 -318 
516300 1206 
516400 1086 
516500 -1076 
516600 -2158 
516700 -2558 
516800 -816 
516900 230 
517000 486 
517100 1168 
517200 522 
517300 -292 
517400 -192 
517500 -250 
517600 -140 
517700 -402 
517800 -214 
517900 1212 
518000 1834 
518100 1258 
518200 1194 
518300 326 
518400 -1698 
518500 -2382 
518600 -1766 
518700 222 
518800 796 
518900 194 
519000 998 
519100 582 
519200 -924 
519300 -392 
519400 36 
519500 520 
519600 -210 
519700 -38 
519800 -584 
519900 704 
520000 -42 
520100 -676 
520200 -1270 
520300 208 
520400 86 
520500 1716 
520600 -332 
520700 -758 
520800 -850 
520900 -848 
521000 -696 
521100 958 
521200 606 
521300 132 
521400 382 
521500 -102 
521600 -898 
521700 -1092 
521800 364 
521900 170 
522000 138 
522100 196 
522200 -430 
522300 -368 
522400 3934 
522500 4208 
522600 2252 
522700 -130 
522800 -2184 
522900 -2794 
523000 -3994 
523100 -3854 
523200 -3762 
523300 -2268 
523400 -1810 
523500 -472 
523600 706 
523700 582 
523800 736 
523900 50 
524000 656 
524100 140 
524200 -382 
524300 -358 
524400 -138 
524500 -928 
524600 752 
524700 738 
524800 -1662 
524900 -2040 
525000 -2172 
525100 -1248 
525200 530 
525300 2008 
525400 2506 
525500 1142 
525600 -12 
525700 -1600 
525800 -2116 
525900 -1414 
526000 -1128 
526100 18 
526200 342 
526300 1086 
526400 1036 
526500 -314 
526600 -1354 
526700 -1260 
526800 -976 
526900 90 
527000 1224 
527100 1982 
527200 1754 
527300 580 
527400 -994 
527500 -2136 
527600 -1552 
527700 -1330 
527800 -892 
527900 -784 
528000 818 
528100 1498 
528200 -352 
528300 -910 
528400 -1426 
528500 -1064 
528600 -502 
528700 840 
528800 1412 
528900 1822 
529000 1554 
529100 1012 
529200 -416 
529300 -1294 
529400 -1524 
529500 -946 
529600 -238 
529700 188 
529800 1474 
529900 364 
530000 -610 
530100 -1748 
530200 -1442 
530300 -258 
530400 970 
530500 3070 
530600 3272 
530700 1646 
530800 4 
530900 -2314 
531000 -3332 
531100 -2338 
531200 -2658 
531300 -1812 
531400 -648 
531500 1922 
531600 1812 
531700 2058 
531800 2154 
531900 1124 
532000 1206 
532100 168 
532200 -580 
532300 -1266 
532400 -842 
532500 434 
532600 1450 
532700 86 
532800 -184 
532900 -784 
533000 -188 
533100 118 
533200 868 
533300 780 
533400 228 
533500 -498 
533600 -764 
533700 -132 
533800 934 
533900 1136 
534000 926 
534100 620 
534200 -430 
534300 -800 
534400 -188 
534500 732 
534600 390 
534700 -252 
534800 -652 
534900 -444 
535000 -596 
535100 980 
535200 326 
535300 1200 
535400 -84 
535500 -434 
535600 -1524 
535700 418 
535800 964 
535900 1194 
536000 1416 
536100 -914 
536200 -1446 
536300 -2224 
536400 -2734 
536500 -2550 
536600 -432 
536700 1694 
536800 2328 
536900 2024 
537000 2780 
537100 2292 
537200 422 
537300 -404 
537400 -354 
537500 -146 
537600 -192 
537700 -68 
537800 -344 
537900 -286 
538000 -332 
538100 1156 
538200 468 
538300 -2702 
538400 -3704 
538500 -3408 
538600 -2612 
538700 -798 
538800 1880 
538900 3198 
539000 4744 
539100 3936 
539200 2676 
539300 -144 
539400 -1516 
539500 -2116 
539600 -2628 
539700 -3186 
539800 -2696 
539900 -3010 
540000 -1802 
540100 -1552 
540200 -1362 
540300 -794 
540400 196 
540500 1750 
540600 1298 
540700 1156 
540800 1770 
540900 710 
541000 214 
541100 22 
541200 -386 
541300 -814 
541400 -670 
541500 884 
541600 1452 
541700 -30 
541800 -1560 
541900 -1952 
542000 -2152 
542100 -1758 
542200 -1332 
542300 -672 
542400 206 
542500 708 
542600 736 
542700 1152 
542800 1008 
542900 -466 
543000 -1448 
543100 -1336 
543200 -194 
543300 202 
543400 872 
543500 706 
543600 1022 
543700 108 
543800 -674 
543900 -1356 
544000 -872 
544100 -424 
544200 284 
544300 1438 
544400 636 
544500 960 
544600 806 
544700 434 
544800 -542 
544900 -432 
545000 -1250 
545100 -1502 
545200 -1288 
545300 12 
545400 1596 
545500 2346 
545600 2482 
545700 672 
545800 -1330 
545900 -2880 
546000 -3118 
546100 -2214 
546200 -944 
546300 656 
546400 1154 
546500 1666 
546600 224 
546700 -522 
546800 -1074 
546900 -656 
547000 -780 
547100 -136 
547200 426 
547300 1606 
547400 1010 
547500 640 
547600 -1046 
547700 -1728 
547800 -1640 
547900 -274 
548000 932 
548100 1014 
548200 -162 
548300 -342 
548400 -4 
548500 84 
548600 734 
548700 -708 
548800 -818 
548900 1448 
549000 2466 
549100 1922 
549200 1312 
549300 -1680 
549400 -2048 
549500 -2204 
549600 -2760 
549700 -2352 
549800 -1430 
549900 -1236 
550000 1056 
550100 2914 
550200 2008 
550300 252 
550400 -936 
550500 -2654 
550600 -2872 
550700 -1744 
550800 -1262 
550900 -608 
551000 602 
551100 1398 
551200 1736 
551300 890 
551400 36 
551500 -208 
551600 -964 
551700 -1212 
551800 -680 
551900 748 
552000 730 
552100 106 
552200 -714 
552300 -224 
552400 134 
552500 202 
552600 574 
552700 266 
552800 806 
552900 784 
553000 -1684 
553100 -1294 
553200 -740 
553300 204 
553400 1632 
553500 380 
553600 344 
553700 -1058 
553800 -1922 
553900 -392 
554000 -624 
554100 618 
554200 1020 
554300 1366 
554400 800 
554500 -384 
554600 -2076 
554700 -1376 
554800 552 
554900 1410 
555000 1884 
555100 566 
555200 146 
555300 -190 
555400 316 
555500 -36 
555600 -564 
555700 402 
555800 1342 
555900 594 
556000 -110 
556100 -746 
556200 -902 
556300 -1194 
556400 -744 
556500 150 
556600 1820 
556700 136 
556800 -404 
556900 -746 
557000 -580 
557100 -542 
557200 518 
557300 860 
557400 -258 
557500 -718 
557600 -152 
557700 554 
557800 -410 
557900 -484 
558000 -880 
558100 558 
558200 1256 
558300 1682 
558400 1326 
558500 812 
558600 -116 
558700 -1120 
558800 -1142 
558900 -1008 
559000 -244 
559100 568 
559200 1380 
559300 458 
559400 -1846 
559500 -2358 
559600 -1874 
559700 -448 
559800 220 
559900 998 
560000 272 
560100 -60 
560200 88 
560300 428 
560400 -190 
560500 -538 
560600 -416 
560700 1352 
560800 2424 
560900 1138 
561000 -1294 
561100 -3408 
561200 -2404 
561300 -1040 
561400 68 
561500 1860 
561600 3764 
561700 1846 
561800 -128 
561900 -2932 
562000 -2700 
562100 -2884 
562200 -2816 
562300 -2416 
562400 -2260 
562500 -1532 
562600 -418 
562700 1180 
562800 1004 
562900 608 
563000 1228 
563100 1674 
563200 534 
563300 -1796 
563400 -2510 
563500 -1018 
563600 298 
563700 1116 
563800 1594 
563900 1310 
564000 1000 
564100 296 
564200 -656 
564300 -1574 
564400 -2130 
564500 -1004 
564600 878 
564700 1870 
564800 2612 
564900 1560 
565000 -460 
565100 -2190 
565200 -3342 
565300 -3604 
565400 -1028 
565500 136 
565600 662 
565700 1358 
565800 1250 
565900 1268 
566000 350 
566100 -892 
566200 -1098 
566300 -26 
566400 444 
566500 -116 
566600 -960 
566700 392 
566800 1632 
566900 1586 
567000 1496 
567100 804 
567200 -1340 
567300 -2656 
567400 -984 
567500 896 
567600 1700 
567700 2118 
567800 1536 
567900 -90 
568000 -1550 
568100 -1676 
568200 -1174 
568300 166 
568400 402 
568500 1318 
568600 1112 
568700 578 
568800 144 
568900 460 
569000 264 
569100 -528 
569200 -662 
569300 600 
569400 486 
569500 1102 
569600 376 
569700 -1080 
569800 -1798 
569900 -1556 
570000 -2570 
570100 -1798 
570200 -1672 
570300 -52 
570400 1078 
570500 1776 
570600 1368 
570700 1936 
570800 1900 
570900 938 
571000 106 
571100 6 
571200 -648 
571300 -228 
571400 910 
571500 284 
571600 64 
571700 -728 
571800 -670 
571900 -78 
572000 204 
572100 632 
572200 456 
572300 -1042 
572400 -1594 
572500 152 
572600 1000 
572700 1612 
572800 42 
572900 -476 
573000 -438 
573100 18 
573200 -244 
573300 524 
573400 38 
573500 -590 
573600 -104 
573700 300 
573800 1106 
573900 294 
574000 -2010 
574100 -2384 
574200 -840 
574300 -114 
574400 1120 
574500 2354 
574600 1700 
574700 142 
574800 -442 
574900 -1034 
575000 -1254 
575100 -298 
575200 568 
575300 492 
575400 1422 
575500 366 
575600 -142 
575700 -854 
575800 -1062 
575900 1326 
576000 1192 
576100 -8 
576200 -420 
576300 -1360 
576400 -394 
576500 1370 
576600 1064 
576700 -672 
576800 -1150 
576900 -1520 
577000 -1454 
577100 -1070 
577200 114 
577300 1168 
577400 1516 
577500 810 
577600 24 
577700 -444 
577800 -584 
577900 390 
578000 224 
578100 -182 
578200 -782 
578300 1870 
578400 1910 
578500 2256 
578600 112 
578700 -2290 
578800 -3252 
578900 -2462 
579000 -2052 
579100 -1480 
579200 -732 
579300 -596 
579400 -78 
579500 1082 
579600 770 
579700 -346 
579800 -1152 
579900 292 
580000 910 
580100 858 
580200 -442 
580300 -656 
580400 -200 
580500 772 
580600 486 
580700 -428 
580800 -1106 
580900 -348 
581000 -490 
581100 -56 
581200 142 
581300 870 
581400 -468 
581500 -498 
581600 -444 
581700 228 
581800 924 
581900 -394 
582000 -1068 
582100 -1810 
582200 -758 
582300 206 
582400 618 
582500 316 
582600 862 
582700 620 
582800 -812 
582900 -998 
583000 -14 
583100 1488 
583200 1970 
583300 1354 
583400 682 
583500 56 
583600 -546 
583700 -736 
583800 -752 
583900 -104 
584000 578 
584100 608 
584200 68 
584300 406 
584400 -510 
584500 540 
584600 -66 
584700 -470 
584800 -828 
584900 -782 
585000 -744 
585100 58 
585200 466 
585300 318 
585400 38 
585500 10 
585600 -156 
585700 -532 
585800 404 
585900 678 
586000 36 
586100 224 
586200 -524 
586300 -190 
586400 -826 
586500 104 
586600 1130 
586700 722 
586800 -1172 
586900 -1252 
587000 -128 
587100 612 
587200 124 
587300 38 
587400 -1040 
587500 -184 
587600 1848 
587700 1974 
587800 1830 
587900 318 
588000 -1000 
588100 -1718 
588200 -1834 
588300 -1490 
588400 -1016 
588500 186 
588600 964 
588700 598 
588800 354 
588900 38 
589000 398 
589100 -334 
589200 -566 
589300 30 
589400 174 
589500 368 
589600 548 
589700 -846 
589800 -1670 
589900 1258 
590000 2012 
590100 2498 
590200 1364 
590300 176 
590400 254 
590500 52 
590600 -1332 
590700 -938 
590800 196 
590900 652 
591000 -2 
591100 666 
591200 292 
591300 408 
591400 -890 
591500 -602 
591600 -438 
591700 -642 
591800 -460 
591900 242 
592000 1474 
592100 580 
592200 -462 
592300 -1144 
592400 -612 
592500 814 
592600 1650 
592700 1314 
592800 474 
592900 -450 
593000 -480 
593100 -1330 
593200 -928 
593300 -116 
593400 810 
593500 -314 
593600 -1466 
593700 -984 
593800 -610 
593900 -546 
594000 -10 
594100 1194 
594200 1200 
594300 94 
594400 -1898 
594500 -1970 
594600 -1106 
594700 230 
594800 1244 
594900 1558 
595000 664 
595100 294 
595200 -794 
595300 -1394 
595400 -232 
595500 -402 
595600 -234 
595700 234 
595800 1558 
595900 2506 
596000 -1076 
596100 -3746 
596200 -4594 
596300 -5146 
596400 -3910 
596500 -2598 
596600 -1288 
596700 -538 
596800 802 
596900 1754 
597000 1012 
597100 1188 
597200 470 
597300 -296 
597400 -478 
597500 -148 
597600 -510 
597700 346 
597800 -160 
597900 -532 
598000 -598 
598100 820 
598200 1052 
598300 -316 
598400 -1032 
598500 -1628 
598600 -886 
598700 100 
598800 892 
598900 1688 
599000 596 
599100 -386 
599200 118 
599300 -1406 
599400 -654 
599500 -494 
599600 66 
599700 764 
599800 1152 
599900 672 
600000 -590 
600100 -522 
600200 214 
600300 64 
600400 620 
600500 -134 
600600 -70 
600700 880 
600800 -164 
600900 -614 
601000 -846 
601100 -480 
601200 1520 
601300 1486 
601400 1778 
601500 1658 
601600 836 
601700 -108 
601800 -1708 
601900 -1500 
602000 -798 
602100 170 
602200 1222 
602300 1454 
602400 1346 
602500 1014 
602600 156 
602700 -1258 
602800 -624 
602900 858 
603000 970 
603100 722 
603200 -210 
603300 -806 
603400 -114 
603500 -32 
603600 -1144 
603700 568 
603800 1808 
603900 -456 
604000 -2122 
604100 -2276 
604200 -2724 
604300 -2714 
604400 -1514 
604500 122 
604600 1314 
604700 3506 
604800 2708 
604900 1954 
605000 790 
605100 -586 
605200 -1434 
605300 -1786 
605400 -1888 
605500 -998 
605600 -492 
605700 50 
605800 822 
605900 534 
606000 -790 
606100 -574 
606200 -22 
606300 1488 
606400 1046 
606500 282 
606600 -922 
606700 -1756 
606800 -2844 
606900 -2126 
607000 -144 
607100 1518 
607200 2892 
607300 2892 
607400 2308 
607500 3140 
607600 2222 
607700 906 
607800 -190 
607900 -1966 
608000 -2492 
608100 -2462 
608200 -2444 
608300 -1452 
608400 -730 
608500 718 
608600 1268 
608700 2152 
608800 2112 
608900 186 
609000 -570 
609100 -2396 
609200 -1430 
609300 82 
609400 2018 
609500 1530 
609600 2062 
609700 1458 
609800 1750 
609900 2032 
610000 1674 
610100 252 
610200 -52 
610300 -60 
610400 -1352 
610500 -786 
610600 -678 
610700 632 
610800 970 
610900 -140 
611000 -530 
611100 -604 
611200 758 
611300 1068 
611400 242 
611500 -618 
611600 -658 
611700 -348 
611800 -582 
611900 1204 
612000 636 
612100 316 
612200 384 
612300 -384 
612400 -1228 
612500 -978 
612600 280 
612700 1960 
612800 986 
612900 266 
613000 -600 
613100 -1180 
613200 -1208 
613300 -424 
613400 980 
613500 1938 
613600 752 
613700 370 
613800 -1690 
613900 -1480 
614000 -1020 
614100 -924 
614200 8 
614300 -8 
614400 584 
614500 58 
614600 808 
614700 -1004 
614800 -722 
614900 804 
615000 1512 
615100 2390 
615200 572 
615300 -146 
615400 -1096 
615500 -1568 
615600 -1474 
615700 -1892 
615800 -474 
615900 -142 
616000 -88 
616100 1188 
616200 410 
616300 -1466 
616400 -2352 
616500 -1546 
616600 850 
616700 2568 
616800 3402 
616900 2804 
617000 3412 
617100 3178 
617200 1668 
617300 522 
617400 -1192 
617500 -1814 
617600 -2226 
617700 -1592 
617800 -630 
617900 578 
618000 1780 
618100 1674 
618200 1092 
618300 -6 
618400 -1202 
618500 -1422 
618600 -804 
618700 -580 
618800 414 
618900 898 
619000 918 
619100 396 
619200 -528 
619300 -324 
619400 1020 
619500 536 
619600 -1128 
619700 -1796 
619800 -1072 
619900 -310 
620000 404 
620100 962 
620200 1044 
620300 72 
620400 -180 
620500 -638 
620600 298 
620700 652 
620800 -20 
620900 94 
621000 -1070 
621100 102 
621200 1264 
621300 718 
621400 -1230 
621500 -808 
621600 -576 
621700 -600 
621800 -562 
621900 704 
622000 936 
622100 542 
622200 -776 
622300 -1208 
622400 -1376 
622500 -1608 
622600 -120 
622700 350 
622800 1574 
622900 2174 
623000 1088 
623100 -866 
623200 -1692 
623300 -2438 
623400 -1310 
623500 146 
623600 2412 
623700 3118 
623800 2102 
623900 176 
624000 -1104 
624100 -2164 
624200 -2074 
624300 -886 
624400 238 
624500 836 
624600 736 
624700 32 
624800 -638 
624900 -524 
625000 -10 
625100 448 
625200 128 
625300 44 
625400 -102 
625500 -76 
625600 214 
625700 340 
625800 484 
625900 158 
626000 770 
626100 -1054 
626200 -594 
626300 298 
626400 1306 
626500 -360 
626600 -1020 
626700 -502 
626800 -10 
626900 478 
627000 412 
627100 -1818 
627200 -1088 
627300 -1214 
627400 -1114 
627500 -66 
627600 -78 
627700 786 
627800 494 
627900 -710 
628000 -512 
628100 -1050 
628200 -664 
628300 76 
628400 148 
628500 1176 
628600 134 
628700 -868 
628800 -862 
628900 1294 
629000 1902 
629100 2326 
629200 1730 
629300 514 
629400 -1386 
629500 -2996 
629600 -1882 
629700 -1018 
629800 998 
629900 1508 
630000 2600 
630100 2544 
630200 1134 
630300 1178 
630400 514 
630500 -1372 
630600 -1796 
630700 -356 
630800 486 
630900 280 
631000 792 
631100 34 
631200 -226 
631300 -752 
631400 12 
631500 1522 
631600 686 
631700 -404 
631800 -1260 
631900 -2424 
632000 -972 
632100 -504 
632200 124 
632300 934 
632400 1768 
632500 1036 
632600 1148 
632700 -436 
632800 -1154 
632900 -1810 
633000 -790 
633100 -1012 
633200 -352 
633300 1266 
633400 852 
633500 244 
633600 844 
633700 602 
633800 -162 
633900 -1092 
634000 -912 
634100 -800 
634200 -190 
634300 668 
634400 1502 
634500 -84 
634600 -396 
634700 -760 
634800 -378 
634900 -292 
635000 742 
635100 142 
635200 674 
635300 96 
635400 -114 
635500 -450 
635600 350 
635700 1104 
635800 228 
635900 -1546 
636000 -1986 
636100 -1198 
636200 112 
636300 1210 
636400 1606 
636500 1462 
636600 1284 
636700 676 
636800 -486 
636900 -1370 
637000 -1094 
637100 -650 
637200 796 
637300 1166 
637400 1758 
637500 1400 
637600 608 
637700 -978 
637800 -2792 
637900 -2092 
638000 -1724 
638100 786 
638200 3138 
638300 3384 
638400 3098 
638500 2970 
638600 2660 
638700 2520 
638800 1498 
638900 -70 
639000 -1698 
639100 -2022 
639200 -1626 
639300 -1368 
639400 -1576 
639500 -882 
639600 -262 
639700 630 
639800 126 
639900 -606 
640000 -214 
640100 1648 
640200 1560 
640300 350 
640400 568 
640500 -176 
