t  par1  
1265400 226086 
1265500 226016 
1265600 226112 
1265700 227284 
1265800 227848 
1265900 228274 
1266000 228532 
1266100 229266 
1266200 229446 
1266300 230030 
1266400 231162 
1266500 231042 
1266600 230884 
1266700 230374 
1266800 230274 
1266900 229798 
1267000 230778 
1267100 230828 
1267200 230630 
1267300 230774 
1267400 231068 
1267500 231770 
1267600 231980 
1267700 232782 
1267800 233118 
1267900 233092 
1268000 233650 
1268100 233922 
1268200 234092 
1268300 234580 
1268400 234280 
1268500 235052 
1268600 235090 
1268700 236174 
1268800 236446 
1268900 236280 
1269000 235934 
1269100 236262 
1269200 236188 
1269300 237096 
1269400 238344 
1269500 238052 
1269600 239334 
1269700 240512 
1269800 240644 
1269900 240360 
1270000 239930 
1270100 240528 
1270200 241586 
1270300 242216 
1270400 243102 
1270500 243032 
1270600 243324 
1270700 243758 
1270800 243622 
1270900 243498 
1271000 243676 
1271100 243690 
1271200 244022 
1271300 243564 
1271400 244018 
1271500 244962 
1271600 244440 
1271700 246104 
1271800 245642 
1271900 245546 
1272000 245546 
1272100 246410 
1272200 246572 
1272300 247426 
1272400 246954 
1272500 247956 
1272600 248792 
1272700 249074 
1272800 249038 
1272900 249506 
1273000 249904 
1273100 249344 
1273200 249748 
1273300 248930 
1273400 249134 
1273500 249806 
1273600 248944 
1273700 248946 
1273800 248514 
1273900 249170 
1274000 249504 
1274100 250006 
1274200 250416 
1274300 250670 
1274400 251182 
1274500 251956 
1274600 252134 
1274700 252372 
1274800 252632 
1274900 253426 
1275000 253320 
1275100 253818 
1275200 254374 
1275300 254246 
1275400 253684 
1275500 254066 
1275600 254622 
1275700 254912 
1275800 255626 
1275900 254676 
1276000 254698 
1276100 254756 
1276200 254976 
1276300 254246 
1276400 254348 
1276500 255088 
1276600 255196 
1276700 255902 
1276800 256092 
1276900 256598 
1277000 256716 
1277100 257564 
1277200 258188 
1277300 258798 
1277400 259770 
1277500 259878 
1277600 260140 
1277700 260808 
1277800 260364 
1277900 259668 
1278000 259524 
1278100 259200 
1278200 258920 
1278300 258962 
1278400 260434 
1278500 260484 
1278600 260934 
1278700 261406 
1278800 261108 
1278900 261076 
1279000 261780 
1279100 263022 
1279200 264384 
1279300 264956 
1279400 266034 
1279500 265404 
1279600 266086 
1279700 265584 
1279800 266232 
1279900 266506 
1280000 265986 
1280100 266232 
1280200 266100 
1280300 266026 
1280400 265410 
1280500 265700 
1280600 266546 
1280700 268590 
1280800 268604 
1280900 268618 
1281000 269190 
1281100 268410 
1281200 268090 
1281300 268742 
1281400 268456 
1281500 269340 
1281600 269988 
1281700 269706 
1281800 269848 
1281900 269560 
1282000 269972 
1282100 270680 
1282200 270736 
1282300 271754 
1282400 271384 
1282500 270902 
1282600 270508 
1282700 270190 
1282800 269864 
1282900 270380 
1283000 270854 
1283100 270550 
1283200 270850 
1283300 271744 
1283400 271346 
1283500 272386 
1283600 272832 
1283700 273648 
1283800 273664 
1283900 273516 
1284000 273620 
1284100 274144 
1284200 274548 
1284300 274928 
1284400 274650 
1284500 273924 
1284600 274740 
1284700 274380 
1284800 274388 
1284900 274668 
1285000 275596 
1285100 276968 
1285200 277554 
1285300 277776 
1285400 278266 
1285500 278888 
1285600 278614 
1285700 279246 
1285800 279452 
1285900 280466 
1286000 280400 
1286100 280614 
1286200 281276 
1286300 281300 
1286400 281166 
1286500 280478 
1286600 280262 
1286700 279640 
1286800 279694 
1286900 280004 
1287000 279776 
1287100 280214 
1287200 280686 
1287300 281162 
1287400 281310 
1287500 281218 
1287600 281764 
1287700 280640 
1287800 281502 
1287900 281790 
1288000 281160 
1288100 281352 
1288200 281632 
1288300 280574 
1288400 281188 
1288500 281840 
1288600 282148 
1288700 282242 
1288800 282276 
1288900 282760 
1289000 283972 
1289100 284460 
1289200 284994 
1289300 284450 
1289400 285330 
1289500 284894 
1289600 285980 
1289700 285480 
1289800 285386 
1289900 285054 
1290000 285074 
1290100 284686 
1290200 285302 
1290300 285446 
1290400 286188 
1290500 285620 
1290600 286592 
1290700 286852 
1290800 286066 
1290900 286532 
1291000 286750 
1291100 287050 
1291200 287236 
1291300 287328 
1291400 287426 
1291500 287956 
1291600 288118 
1291700 289544 
1291800 289662 
1291900 288864 
1292000 288326 
1292100 288868 
1292200 288788 
1292300 288800 
1292400 288412 
1292500 288364 
1292600 287842 
1292700 288308 
1292800 287476 
1292900 289256 
1293000 288712 
1293100 288446 
1293200 287388 
1293300 288226 
1293400 288346 
1293500 289416 
1293600 290822 
1293700 290674 
1293800 290220 
1293900 290454 
1294000 291212 
1294100 291780 
1294200 292216 
1294300 291984 
1294400 291958 
1294500 291134 
1294600 290334 
1294700 290368 
1294800 291920 
1294900 291690 
1295000 291514 
1295100 292452 
1295200 293998 
1295300 294038 
1295400 295648 
1295500 296104 
1295600 296940 
1295700 296178 
1295800 295550 
1295900 295738 
1296000 296248 
1296100 296948 
1296200 297458 
1296300 297806 
1296400 297620 
1296500 297034 
1296600 297514 
1296700 297312 
1296800 297230 
1296900 297492 
1297000 297696 
1297100 298454 
1297200 298846 
1297300 300570 
1297400 300384 
1297500 300794 
1297600 302052 
1297700 301222 
1297800 302998 
1297900 303166 
1298000 302938 
1298100 303604 
1298200 303344 
1298300 303994 
1298400 304028 
1298500 304140 
1298600 304942 
1298700 305178 
1298800 305290 
1298900 305672 
1299000 305400 
1299100 306018 
1299200 305848 
1299300 305948 
1299400 305730 
1299500 305582 
1299600 306110 
1299700 306216 
1299800 305274 
1299900 305720 
1300000 305488 
1300100 306008 
1300200 306350 
1300300 306270 
1300400 305870 
1300500 307100 
1300600 307246 
1300700 307556 
1300800 307926 
1300900 308644 
1301000 308950 
1301100 308262 
1301200 309316 
1301300 310422 
1301400 310988 
1301500 311152 
1301600 311770 
1301700 312160 
1301800 312410 
1301900 312034 
1302000 311482 
1302100 311828 
1302200 312084 
1302300 312436 
1302400 312228 
1302500 312028 
1302600 312024 
1302700 312566 
1302800 312472 
1302900 311732 
1303000 310820 
1303100 311390 
1303200 311434 
1303300 311618 
1303400 312768 
1303500 313250 
1303600 313800 
1303700 313900 
1303800 313408 
1303900 312986 
1304000 313804 
1304100 314052 
1304200 314258 
1304300 313272 
1304400 312862 
1304500 312796 
1304600 313316 
1304700 313930 
1304800 314006 
1304900 313464 
1305000 313962 
1305100 313580 
1305200 314356 
1305300 314458 
1305400 315352 
1305500 314842 
1305600 316126 
1305700 316888 
1305800 317864 
1305900 317894 
1306000 318038 
1306100 318728 
1306200 319046 
1306300 319360 
1306400 319014 
1306500 319492 
1306600 319480 
1306700 320370 
1306800 320936 
1306900 321088 
1307000 321288 
1307100 321160 
1307200 321564 
1307300 320880 
1307400 321026 
1307500 320928 
1307600 321598 
1307700 322300 
1307800 322236 
1307900 322892 
1308000 323640 
1308100 323662 
1308200 324188 
1308300 324228 
1308400 323618 
1308500 323418 
1308600 324458 
1308700 323984 
1308800 323834 
1308900 324760 
1309000 324424 
1309100 325650 
1309200 325668 
1309300 326430 
1309400 327100 
1309500 327112 
1309600 327204 
1309700 328116 
1309800 327066 
1309900 325904 
1310000 325600 
1310100 326178 
1310200 327158 
1310300 327114 
1310400 327346 
1310500 328322 
1310600 328052 
1310700 328678 
1310800 328684 
1310900 327862 
1311000 328592 
1311100 328866 
1311200 329668 
1311300 330240 
1311400 329908 
1311500 330288 
1311600 331968 
1311700 330852 
1311800 330272 
1311900 329542 
1312000 329920 
1312100 329446 
1312200 329806 
1312300 328430 
1312400 328566 
1312500 328910 
1312600 328576 
1312700 328774 
1312800 329078 
1312900 329690 
1313000 329422 
1313100 329474 
1313200 329510 
1313300 328810 
1313400 329512 
1313500 329946 
1313600 329708 
1313700 330216 
1313800 330930 
1313900 330520 
1314000 331374 
1314100 331590 
1314200 330798 
1314300 330356 
1314400 331090 
1314500 330650 
1314600 330750 
1314700 330252 
1314800 330798 
1314900 330872 
1315000 331952 
1315100 332590 
1315200 333800 
1315300 332428 
1315400 333196 
1315500 333432 
1315600 332710 
1315700 332128 
1315800 332542 
1315900 332384 
1316000 332168 
1316100 333760 
1316200 334930 
1316300 334812 
1316400 335544 
1316500 335144 
1316600 335458 
1316700 335852 
1316800 336494 
1316900 336658 
1317000 337038 
1317100 337318 
1317200 338408 
1317300 339038 
1317400 339118 
1317500 339202 
1317600 339568 
1317700 340796 
1317800 340736 
1317900 341368 
1318000 341884 
1318100 341242 
1318200 340950 
1318300 340750 
1318400 340730 
1318500 341086 
1318600 340872 
1318700 340622 
1318800 341316 
1318900 341720 
1319000 341754 
1319100 342212 
1319200 341978 
1319300 342102 
1319400 341964 
1319500 342184 
1319600 341640 
1319700 342076 
1319800 342804 
1319900 343704 
1320000 344530 
1320100 345456 
1320200 344992 
1320300 345758 
1320400 345428 
1320500 345878 
1320600 345192 
1320700 345880 
1320800 345352 
1320900 345130 
1321000 345078 
1321100 344722 
1321200 344902 
1321300 344696 
1321400 344762 
1321500 345502 
1321600 345150 
1321700 345120 
1321800 345392 
1321900 344768 
1322000 344350 
1322100 344258 
1322200 344774 
1322300 344404 
1322400 344974 
1322500 345888 
1322600 346574 
1322700 346708 
1322800 347424 
1322900 348002 
1323000 347596 
1323100 348386 
1323200 350142 
1323300 350254 
1323400 350138 
1323500 351160 
1323600 351888 
1323700 352450 
1323800 352238 
1323900 352932 
1324000 353482 
1324100 353728 
1324200 353104 
1324300 351802 
1324400 351364 
1324500 351540 
1324600 350676 
1324700 351726 
1324800 350984 
1324900 351038 
1325000 351458 
1325100 350342 
1325200 350090 
1325300 350696 
1325400 351590 
1325500 351632 
1325600 351646 
1325700 352434 
1325800 352040 
1325900 352760 
1326000 353108 
1326100 353120 
1326200 352642 
1326300 352134 
1326400 352514 
1326500 352700 
1326600 351880 
1326700 352330 
1326800 352696 
1326900 353618 
1327000 353346 
1327100 353678 
1327200 353712 
1327300 354278 
1327400 355716 
1327500 355908 
1327600 356288 
1327700 355602 
1327800 355494 
1327900 356210 
1328000 356510 
1328100 356460 
1328200 355596 
1328300 356212 
1328400 356512 
1328500 356702 
1328600 356366 
1328700 356952 
1328800 357304 
1328900 357076 
1329000 356748 
1329100 355954 
1329200 356996 
1329300 357794 
1329400 357352 
1329500 356882 
1329600 357474 
1329700 357490 
1329800 357758 
1329900 358394 
1330000 358310 
1330100 358308 
1330200 359042 
1330300 359532 
1330400 358668 
1330500 359180 
1330600 359062 
1330700 359126 
1330800 359030 
1330900 358946 
1331000 357912 
1331100 357840 
1331200 357938 
1331300 357202 
1331400 357938 
1331500 357492 
1331600 356910 
1331700 356962 
1331800 356770 
1331900 357002 
1332000 357314 
1332100 357170 
1332200 357494 
1332300 357916 
1332400 358808 
1332500 358978 
1332600 359662 
1332700 359522 
1332800 360062 
1332900 360980 
1333000 360718 
1333100 361052 
1333200 360454 
1333300 360546 
1333400 360880 
1333500 360262 
1333600 360658 
1333700 361398 
1333800 361846 
1333900 361818 
1334000 361484 
1334100 361942 
1334200 362020 
1334300 361746 
1334400 361530 
1334500 361024 
1334600 361220 
1334700 361754 
1334800 361642 
1334900 361660 
1335000 362704 
1335100 363140 
1335200 363154 
1335300 361974 
1335400 361990 
1335500 362144 
1335600 362402 
1335700 362678 
1335800 363242 
1335900 362870 
1336000 362802 
1336100 363706 
1336200 363694 
1336300 363578 
1336400 363602 
1336500 363368 
1336600 363006 
1336700 363434 
1336800 363364 
1336900 362346 
1337000 362076 
1337100 360708 
1337200 360992 
1337300 361674 
1337400 361596 
1337500 360346 
1337600 359878 
1337700 360742 
1337800 359932 
1337900 360262 
1338000 361762 
1338100 361700 
1338200 361946 
1338300 361260 
1338400 361276 
1338500 361132 
1338600 361714 
1338700 361964 
1338800 361812 
1338900 362126 
1339000 363116 
1339100 364996 
1339200 365558 
1339300 365188 
1339400 366328 
1339500 366214 
1339600 366114 
1339700 366142 
1339800 366344 
1339900 366458 
1340000 367646 
1340100 366928 
1340200 366410 
1340300 366226 
1340400 365480 
1340500 366046 
1340600 366728 
1340700 366986 
1340800 366838 
1340900 366412 
1341000 366298 
1341100 365934 
1341200 366240 
1341300 366214 
1341400 367180 
1341500 367922 
1341600 368296 
1341700 369270 
1341800 370568 
1341900 370488 
1342000 370754 
1342100 371170 
1342200 372078 
1342300 371928 
1342400 372018 
1342500 371986 
1342600 372648 
1342700 372412 
1342800 371224 
1342900 371078 
1343000 371960 
1343100 371360 
1343200 371200 
1343300 371262 
1343400 371232 
1343500 370920 
1343600 370166 
1343700 370266 
1343800 370148 
1343900 370330 
1344000 370396 
1344100 370596 
1344200 371230 
1344300 371370 
1344400 371684 
1344500 371908 
1344600 372986 
1344700 373194 
1344800 372606 
1344900 372670 
1345000 372696 
1345100 372614 
1345200 372770 
1345300 373228 
1345400 373556 
1345500 372534 
1345600 372558 
1345700 372990 
1345800 372272 
1345900 372190 
1346000 371954 
1346100 372290 
1346200 373330 
1346300 373364 
1346400 373210 
1346500 373522 
1346600 373212 
1346700 374048 
1346800 373990 
1346900 374468 
1347000 374366 
1347100 374200 
1347200 374662 
1347300 375072 
1347400 374926 
1347500 374784 
1347600 374832 
1347700 375400 
1347800 375150 
1347900 375868 
1348000 375400 
1348100 376084 
1348200 376338 
1348300 376062 
1348400 376116 
1348500 375818 
1348600 375338 
1348700 375364 
1348800 375224 
1348900 375596 
1349000 376846 
1349100 377618 
1349200 377888 
1349300 378444 
1349400 378402 
1349500 378474 
1349600 379104 
1349700 380220 
1349800 380342 
1349900 380076 
1350000 380156 
1350100 379878 
1350200 379484 
1350300 379286 
1350400 380236 
1350500 380582 
1350600 381036 
1350700 381428 
1350800 381322 
1350900 381488 
1351000 381158 
1351100 381458 
1351200 381608 
1351300 382324 
1351400 382304 
1351500 382168 
1351600 383048 
1351700 383058 
1351800 383680 
1351900 382872 
1352000 382234 
1352100 382376 
1352200 383032 
1352300 383310 
1352400 383980 
1352500 383752 
1352600 383112 
1352700 382722 
1352800 382440 
1352900 381044 
1353000 381334 
1353100 381722 
1353200 382018 
1353300 382408 
1353400 383216 
1353500 383350 
1353600 381626 
1353700 381782 
1353800 381860 
1353900 383602 
1354000 383366 
1354100 382720 
1354200 383070 
1354300 383324 
1354400 383110 
1354500 383960 
1354600 383910 
1354700 384364 
1354800 384584 
1354900 384434 
1355000 385420 
1355100 386458 
1355200 386100 
1355300 385866 
1355400 385782 
1355500 385418 
1355600 385772 
1355700 385246 
1355800 385626 
1355900 385746 
1356000 386276 
1356100 386252 
1356200 386528 
1356300 386194 
1356400 386558 
1356500 386868 
1356600 386910 
1356700 386770 
1356800 386138 
1356900 386000 
1357000 386402 
1357100 386826 
1357200 386146 
1357300 385522 
1357400 384840 
1357500 384454 
1357600 384042 
1357700 384292 
1357800 384618 
1357900 384884 
1358000 385242 
1358100 384852 
1358200 384792 
1358300 384644 
1358400 384366 
1358500 383986 
1358600 384892 
1358700 385498 
1358800 384982 
1358900 385142 
1359000 385446 
1359100 384852 
1359200 384046 
1359300 383938 
1359400 384524 
1359500 384588 
1359600 384170 
1359700 384156 
1359800 384922 
1359900 384254 
1360000 384692 
1360100 384780 
1360200 384834 
1360300 384726 
1360400 384744 
1360500 384310 
1360600 384306 
1360700 384948 
1360800 385126 
1360900 384628 
1361000 384402 
1361100 385080 
1361200 386568 
1361300 386818 
1361400 385828 
1361500 385042 
1361600 384256 
1361700 384578 
1361800 384446 
1361900 383902 
1362000 384436 
1362100 385350 
1362200 386216 
1362300 385308 
1362400 385292 
1362500 385610 
1362600 386304 
1362700 386838 
1362800 386338 
1362900 386252 
1363000 385966 
1363100 385664 
1363200 385212 
1363300 385238 
1363400 385058 
1363500 384886 
1363600 384014 
1363700 384414 
1363800 385178 
1363900 385314 
1364000 385206 
1364100 385676 
1364200 384948 
1364300 385750 
1364400 386208 
1364500 386902 
1364600 387124 
1364700 387936 
1364800 387996 
1364900 386866 
1365000 386494 
1365100 386242 
1365200 385994 
1365300 385280 
1365400 385214 
1365500 385658 
1365600 385774 
1365700 386612 
1365800 386140 
1365900 386500 
1366000 387584 
1366100 387190 
1366200 387756 
1366300 387382 
1366400 388186 
1366500 388452 
1366600 388070 
1366700 388762 
1366800 387500 
1366900 386692 
1367000 386532 
1367100 386544 
1367200 387506 
1367300 387644 
1367400 388390 
1367500 387786 
1367600 387472 
1367700 388192 
1367800 387896 
1367900 387500 
1368000 387554 
1368100 387422 
1368200 387922 
1368300 388272 
1368400 388244 
1368500 388416 
1368600 388470 
1368700 388498 
1368800 388172 
1368900 388144 
1369000 388426 
1369100 388240 
1369200 389188 
1369300 388946 
1369400 388746 
1369500 388992 
1369600 388896 
1369700 389244 
1369800 388310 
1369900 387708 
1370000 388868 
1370100 388656 
1370200 388104 
1370300 388164 
1370400 388550 
1370500 387854 
1370600 388254 
1370700 387908 
1370800 387940 
1370900 388510 
1371000 389540 
1371100 390808 
1371200 390472 
1371300 390478 
1371400 390970 
1371500 391074 
1371600 391002 
1371700 390098 
1371800 388836 
1371900 389122 
1372000 388088 
1372100 388074 
1372200 386152 
1372300 386056 
1372400 386924 
1372500 386246 
1372600 385416 
1372700 385576 
1372800 385846 
1372900 385514 
1373000 385624 
1373100 386096 
1373200 386812 
1373300 386638 
1373400 385682 
1373500 385762 
1373600 386466 
1373700 387590 
1373800 387404 
1373900 387300 
1374000 387684 
1374100 387978 
1374200 388446 
1374300 388082 
1374400 388458 
1374500 389154 
1374600 388594 
1374700 387912 
1374800 388176 
1374900 388754 
1375000 388846 
1375100 388274 
1375200 388308 
1375300 387902 
1375400 387832 
1375500 388506 
1375600 388056 
1375700 388296 
1375800 388322 
1375900 388412 
1376000 388894 
1376100 390084 
1376200 391232 
1376300 392060 
1376400 392600 
1376500 391944 
1376600 392534 
1376700 391680 
1376800 392046 
1376900 391484 
1377000 391876 
1377100 392744 
1377200 393036 
1377300 394658 
1377400 394616 
1377500 394642 
1377600 394470 
1377700 395040 
1377800 394956 
1377900 395636 
1378000 395878 
1378100 396332 
1378200 396026 
1378300 395940 
1378400 396058 
1378500 395348 
1378600 395064 
1378700 395180 
1378800 396222 
1378900 396718 
1379000 396416 
1379100 396446 
1379200 397586 
1379300 398326 
1379400 398526 
1379500 399122 
1379600 399418 
1379700 400040 
1379800 400926 
1379900 400988 
1380000 401626 
1380100 401688 
1380200 401054 
1380300 400452 
1380400 399880 
1380500 401064 
1380600 401604 
1380700 401286 
1380800 401522 
1380900 402014 
1381000 403058 
1381100 403356 
1381200 403616 
1381300 403264 
1381400 404102 
1381500 403954 
1381600 403690 
1381700 403648 
1381800 403590 
1381900 403832 
1382000 403116 
1382100 403354 
1382200 404618 
1382300 403794 
1382400 404372 
1382500 404386 
1382600 404684 
1382700 404436 
1382800 403644 
1382900 403222 
1383000 402936 
1383100 403718 
1383200 404162 
1383300 403988 
1383400 403866 
1383500 405092 
1383600 405448 
1383700 405672 
1383800 407226 
1383900 407998 
1384000 407428 
1384100 407856 
1384200 407634 
1384300 406912 
1384400 406492 
1384500 407020 
1384600 407484 
1384700 408010 
1384800 408512 
1384900 409298 
1385000 408274 
1385100 407928 
1385200 407228 
1385300 407100 
1385400 407080 
1385500 406824 
1385600 406616 
1385700 406194 
1385800 406806 
1385900 406672 
1386000 406994 
1386100 406316 
1386200 405348 
1386300 403874 
1386400 403744 
1386500 403090 
1386600 403466 
1386700 404552 
1386800 404502 
1386900 404366 
1387000 404026 
1387100 404450 
1387200 404284 
1387300 404834 
1387400 405184 
1387500 404472 
1387600 404340 
1387700 403986 
1387800 403522 
1387900 403896 
1388000 404028 
1388100 403408 
1388200 402826 
1388300 403072 
1388400 402350 
1388500 402886 
1388600 402456 
1388700 402334 
1388800 403092 
1388900 402962 
1389000 402888 
1389100 402816 
1389200 403068 
1389300 403660 
1389400 403388 
1389500 404296 
1389600 404676 
1389700 405184 
1389800 404664 
1389900 404452 
1390000 404728 
1390100 404798 
1390200 405926 
1390300 406286 
1390400 406682 
1390500 406578 
1390600 406106 
1390700 405838 
1390800 405590 
1390900 405210 
1391000 404914 
1391100 404810 
1391200 404756 
1391300 404222 
1391400 404768 
1391500 404556 
1391600 405040 
1391700 405332 
1391800 404944 
1391900 404288 
1392000 403812 
1392100 402964 
1392200 402620 
1392300 402954 
1392400 403178 
1392500 403450 
1392600 403310 
1392700 403710 
1392800 404068 
1392900 403832 
1393000 402968 
1393100 402780 
1393200 403122 
1393300 402866 
1393400 402648 
1393500 403744 
1393600 402046 
1393700 402180 
1393800 402474 
1393900 402030 
1394000 402284 
1394100 402774 
1394200 404030 
1394300 403968 
1394400 404168 
1394500 403926 
1394600 404564 
1394700 404584 
1394800 404974 
1394900 405070 
1395000 405858 
1395100 405194 
1395200 405000 
1395300 404836 
1395400 404558 
1395500 405736 
1395600 406396 
1395700 406520 
1395800 406978 
1395900 408086 
1396000 406876 
1396100 407598 
1396200 407882 
1396300 407456 
1396400 408578 
1396500 408468 
1396600 408150 
1396700 408290 
1396800 409276 
1396900 409254 
1397000 409582 
1397100 409456 
1397200 409496 
1397300 409866 
1397400 409808 
1397500 410450 
1397600 410332 
1397700 409978 
1397800 410034 
1397900 410596 
1398000 411208 
1398100 410804 
1398200 411620 
1398300 410896 
1398400 410762 
1398500 411208 
1398600 411706 
1398700 411706 
1398800 411622 
1398900 412512 
1399000 411884 
1399100 410824 
1399200 411266 
1399300 410936 
1399400 411496 
1399500 411846 
1399600 412430 
1399700 411668 
1399800 411624 
1399900 410976 
1400000 411644 
1400100 411354 
1400200 411794 
1400300 412072 
1400400 412952 
1400500 412944 
1400600 412704 
1400700 413196 
1400800 413504 
1400900 413628 
1401000 414774 
1401100 414280 
1401200 414962 
1401300 414828 
1401400 414208 
1401500 414358 
1401600 414154 
1401700 414536 
1401800 414564 
1401900 414328 
1402000 414258 
1402100 413614 
1402200 413754 
1402300 413282 
1402400 412612 
1402500 413630 
1402600 413488 
1402700 414240 
1402800 414978 
1402900 415272 
1403000 415402 
1403100 414780 
1403200 414100 
1403300 413196 
1403400 412876 
1403500 413076 
1403600 412594 
1403700 411890 
1403800 413090 
1403900 412422 
1404000 412364 
1404100 411712 
1404200 411400 
1404300 412702 
1404400 412624 
1404500 412922 
1404600 413986 
1404700 415028 
1404800 415832 
1404900 415492 
1405000 416020 
1405100 415302 
1405200 415144 
1405300 414464 
1405400 413890 
1405500 413850 
1405600 413576 
1405700 413726 
1405800 412790 
1405900 412922 
1406000 412382 
1406100 413080 
1406200 412664 
1406300 413208 
1406400 412664 
1406500 412742 
1406600 412334 
1406700 411458 
1406800 410928 
1406900 410514 
1407000 410950 
1407100 411586 
1407200 412484 
1407300 411610 
1407400 411162 
1407500 410964 
1407600 411434 
1407700 411214 
1407800 410868 
1407900 410642 
1408000 410694 
1408100 411510 
1408200 410348 
1408300 411524 
1408400 411552 
1408500 412444 
1408600 411988 
1408700 412792 
1408800 411632 
1408900 411932 
1409000 411592 
1409100 411916 
1409200 411938 
1409300 412522 
1409400 413048 
1409500 412516 
1409600 412832 
1409700 413126 
1409800 413180 
1409900 412880 
1410000 412328 
1410100 412230 
1410200 411798 
1410300 410704 
1410400 410352 
1410500 411002 
1410600 410996 
1410700 411866 
1410800 412228 
1410900 412344 
1411000 412630 
1411100 413240 
1411200 412946 
1411300 412952 
1411400 412688 
1411500 412760 
1411600 413340 
1411700 413040 
1411800 412650 
1411900 412124 
1412000 412094 
1412100 412222 
1412200 411728 
1412300 410774 
1412400 411036 
1412500 411872 
1412600 411574 
1412700 412754 
1412800 411718 
1412900 411956 
1413000 411654 
1413100 411594 
1413200 412304 
1413300 412880 
1413400 412964 
1413500 413074 
1413600 413656 
1413700 413862 
1413800 413682 
1413900 414262 
1414000 414556 
1414100 415454 
1414200 415126 
1414300 414734 
1414400 414288 
1414500 413724 
1414600 413216 
1414700 413062 
1414800 413812 
1414900 414278 
1415000 414300 
1415100 415496 
1415200 416564 
1415300 416148 
1415400 416036 
1415500 415862 
1415600 416202 
1415700 416236 
1415800 416260 
1415900 416128 
1416000 415682 
1416100 414874 
1416200 415232 
1416300 414720 
1416400 414948 
1416500 414784 
1416600 414190 
1416700 414340 
1416800 414650 
1416900 414432 
1417000 414254 
1417100 413440 
1417200 413178 
1417300 413232 
1417400 413980 
1417500 413768 
1417600 414570 
1417700 414836 
1417800 415282 
1417900 414666 
1418000 415548 
1418100 415770 
1418200 415990 
1418300 415742 
1418400 415912 
1418500 414794 
1418600 414556 
1418700 413682 
1418800 414340 
1418900 413268 
1419000 414010 
1419100 413566 
1419200 413186 
1419300 413108 
1419400 413546 
1419500 413114 
1419600 413396 
1419700 412874 
1419800 413560 
1419900 413220 
1420000 412780 
1420100 412714 
1420200 412376 
1420300 412744 
1420400 412380 
1420500 413586 
1420600 413286 
1420700 413880 
1420800 414008 
1420900 413806 
1421000 413344 
1421100 413704 
1421200 413064 
1421300 413846 
1421400 413820 
1421500 414070 
1421600 414682 
1421700 414702 
1421800 415376 
1421900 415848 
1422000 415542 
1422100 414638 
1422200 414546 
1422300 414628 
1422400 414360 
1422500 415116 
1422600 415004 
1422700 414958 
1422800 415120 
1422900 414502 
1423000 414256 
1423100 413938 
1423200 413198 
1423300 413340 
1423400 414418 
1423500 414728 
1423600 415402 
1423700 415666 
1423800 415226 
1423900 415054 
1424000 414456 
1424100 414492 
1424200 414364 
1424300 413978 
1424400 414226 
1424500 413898 
1424600 413856 
1424700 413180 
1424800 412492 
1424900 412226 
1425000 412398 
1425100 411828 
1425200 411898 
1425300 411908 
1425400 412078 
1425500 411642 
1425600 411536 
1425700 412436 
1425800 412074 
1425900 412280 
1426000 411932 
1426100 411750 
1426200 411242 
1426300 411730 
1426400 412054 
1426500 412938 
1426600 413894 
1426700 413426 
1426800 414320 
1426900 414562 
1427000 414058 
1427100 414902 
1427200 415020 
1427300 414268 
1427400 413926 
1427500 414548 
1427600 415166 
1427700 416236 
1427800 416586 
1427900 417300 
1428000 418000 
1428100 417998 
1428200 417410 
1428300 418900 
1428400 419380 
1428500 419572 
1428600 419072 
1428700 418788 
1428800 419054 
1428900 419810 
1429000 419800 
1429100 420340 
1429200 420162 
1429300 420238 
1429400 419792 
1429500 419866 
1429600 419896 
1429700 419890 
1429800 420188 
1429900 420354 
1430000 420458 
1430100 420314 
1430200 420332 
1430300 421386 
1430400 421854 
1430500 421200 
1430600 421768 
1430700 420796 
1430800 420860 
1430900 420794 
1431000 420358 
1431100 420742 
1431200 420350 
1431300 421234 
1431400 420658 
1431500 421230 
1431600 421556 
1431700 421198 
1431800 420598 
1431900 419378 
1432000 419266 
1432100 419780 
1432200 420242 
1432300 420730 
1432400 420570 
1432500 420560 
1432600 420476 
1432700 420354 
1432800 419820 
1432900 419234 
1433000 419538 
1433100 418948 
1433200 419672 
1433300 419106 
1433400 418680 
1433500 417822 
1433600 418502 
1433700 419686 
1433800 419292 
1433900 419874 
1434000 419800 
1434100 419764 
1434200 419642 
1434300 420578 
1434400 420138 
1434500 419824 
1434600 420322 
1434700 420454 
1434800 420780 
1434900 420208 
1435000 420580 
1435100 420244 
1435200 420418 
1435300 419992 
1435400 418708 
1435500 418536 
1435600 418216 
1435700 418240 
1435800 417794 
1435900 417862 
1436000 418394 
1436100 418466 
1436200 418460 
1436300 418912 
1436400 419430 
1436500 419064 
1436600 418936 
1436700 419390 
1436800 418902 
1436900 419842 
1437000 419734 
1437100 419852 
1437200 419528 
1437300 419660 
1437400 419576 
1437500 419506 
1437600 419536 
1437700 419592 
1437800 419882 
1437900 419716 
1438000 420368 
1438100 419980 
1438200 419564 
1438300 419640 
1438400 419916 
1438500 419500 
1438600 420180 
1438700 419942 
1438800 419518 
1438900 419634 
1439000 419040 
1439100 417580 
1439200 416534 
1439300 416430 
1439400 416610 
1439500 414838 
1439600 414688 
1439700 415768 
1439800 415546 
1439900 416766 
1440000 416670 
1440100 416410 
1440200 416262 
